0.000000 0.000000 
1.000000 0.012500 
2.000000 0.025000 
3.000000 0.037500 
4.000000 0.050000 
5.000000 0.062500 
6.000000 0.075000 
7.000000 0.087500 
8.000000 0.100000 
9.000000 0.112500 
10.000000 0.125000 
11.000000 0.137500 
12.000000 0.150000 
13.000000 0.162500 
14.000000 0.175000 
15.000000 0.187500 
16.000000 0.200000 
17.000000 0.212500 
18.000000 0.225000 
19.000000 0.237500 
20.000000 0.250000 
21.000000 0.262500 
22.000000 0.275000 
23.000000 0.287500 
24.000000 0.300000 
25.000000 0.312500 
26.000000 0.325000 
27.000000 0.337500 
28.000000 0.350000 
29.000000 0.362500 
30.000000 0.375000 
31.000000 0.387500 
32.000000 0.400000 
33.000000 0.412500 
34.000000 0.425000 
35.000000 0.437500 
36.000000 0.450000 
37.000000 0.462500 
38.000000 0.475000 
39.000000 0.487500 
40.000000 0.500000 
41.000000 0.512500 
42.000000 0.525000 
43.000000 0.537500 
44.000000 0.550000 
45.000000 0.562500 
46.000000 0.575000 
47.000000 0.587500 
48.000000 0.600000 
49.000000 0.612500 
50.000000 0.625000 
51.000000 0.637500 
52.000000 0.650000 
53.000000 0.662500 
54.000000 0.675000 
55.000000 0.687500 
56.000000 0.700000 
57.000000 0.712500 
58.000000 0.725000 
59.000000 0.737500 
60.000000 0.750000 
61.000000 0.762500 
62.000000 0.775000 
63.000000 0.787500 
64.000000 0.800000 
65.000000 0.812500 
66.000000 0.825000 
67.000000 0.837500 
68.000000 0.850000 
69.000000 0.862500 
70.000000 0.875000 
71.000000 0.887500 
72.000000 0.900000 
73.000000 0.912500 
74.000000 0.925000 
75.000000 0.937500 
76.000000 0.950000 
77.000000 0.962500 
78.000000 0.975000 
79.000000 0.987500 
80.000000 1.000000 
81.000000 0.950000 
82.000000 0.900000 
83.000000 0.850000 
84.000000 0.800000 
85.000000 0.750000 
86.000000 0.700000 
87.000000 0.650000 
88.000000 0.600000 
89.000000 0.550000 
90.000000 0.500000 
91.000000 0.450000 
92.000000 0.400000 
93.000000 0.350000 
94.000000 0.300000 
95.000000 0.250000 
96.000000 0.200000 
97.000000 0.150000 
98.000000 0.100000 
99.000000 0.050000 
100.000000 0.000000 
